#Gene stable ID	Transcript stable ID	Gene name	Transcript start (bp)	Transcript end (bp)	Strand	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
SPBC1773.02c	SPBC1773.02c.1	bcp1	283603	284901	-1	II	283603	284901
SPBC1773.08c	SPBC1773.08c.1	omh4	297726	299093	-1	II	297726	299093
SPBC1773.12	SPBC1773.12.1	SPBC1773.12	308160	310467	1	II	308160	310467
SPAC1006.03c	SPAC1006.03c.1	red1	5070931	5074055	-1	I	5070931	5074055
SPBTRNAGLY.05	SPBTRNAGLY.05.1	SPBTRNAGLY.05	326235	326305	1	II	326235	326305
SPAC1006.08	SPAC1006.08.1	etd1	5087986	5089638	1	I	5087986	5089638
SPNCRNA.1340	SPNCRNA.1340.1	SPNCRNA.1340	332494	333584	1	II	332494	333584
SPBC1271.15c	SPBC1271.15c.1	SPBC1271.15c	333519	336676	1	II	333519	336676
SPAC1250.04c	SPAC1250.04c.1	atl1	5096773	5097662	1	I	5096773	5097662
SPNCRNA.103	SPNCRNA.103.1	sme2	339346	340012	-1	II	339346	340012
SPBC1271.13	SPBC1271.13.1	mrpl8	340696	341753	-1	II	340696	341753
SPAC1250.03	SPAC1250.03.1	ubc14	5097690	5098816	-1	I	5097690	5098816
SPBC1271.11	SPBC1271.11.1	pet802	344847	346528	-1	II	344847	346528
SPBC1271.08c	SPBC1271.08c.1	SPBC1271.08c	355980	358079	1	II	355980	358079
SPAC1250.01	SPAC1250.01.1	snf21	5100148	5104194	-1	I	5100148	5104194
SPBC106.06	SPBC106.06.1	cct4	384208	386095	1	II	384208	386095
SPBC106.07c	SPBC106.07c.1	SPBC106.07c	384370	387219	-1	II	384370	387219
SPBC106.12c	SPBC106.12c.1	tho4	400954	402514	-1	II	400954	402514
SPBC428.02c	SPBC428.02c.1	eca39	442344	443980	-1	II	442344	443980
SPNCRNA.1358	SPNCRNA.1358.1	SPNCRNA.1358	443757	445437	1	II	443757	445437
SPBC428.03c	SPBC428.03c.1	pho4	445324	447177	-1	II	445324	447177
SPBC428.04	SPBC428.04.1	apq12	448638	449398	1	II	448638	449398
SPBC428.07	SPBC428.07.1	meu6	454108	456553	1	II	454108	456553
SPNCRNA.534	SPNCRNA.534.1	SPNCRNA.534	459469	459925	-1	II	459469	459925
SPSNRNA.04	SPSNRNA.04.1	snu4	467233	467361	-1	II	467233	467361
SPBC428.12c	SPBC428.12c.1	SPBC428.12c	467841	468829	-1	II	467841	468829
SPBC428.15	SPBC428.15.1	SPBC428.15	472084	473687	1	II	472084	473687
SPAC29A4.18	SPAC29A4.18.1	prw1	5110278	5111962	-1	I	5110278	5111962
SPBC428.17c	SPBC428.17c.1	wpl1	474574	476783	-1	II	474574	476783
SPAC29A4.16	SPAC29A4.16.1	hal4	5113913	5116750	-1	I	5113913	5116750
SPBC428.20c	SPBC428.20c.1	alp6	480948	483826	-1	II	480948	483826
SPAC29A4.13	SPAC29A4.13.1	ure6	5120840	5122136	-1	I	5120840	5122136
SPNCRNA.1048	SPNCRNA.1048.1	SPNCRNA.1048	5122727	5123353	-1	I	5122727	5123353
SPNCRNA.1049	SPNCRNA.1049.1	rrn5-antisense-1	5129191	5131963	1	I	5129191	5131963
SPAC29A4.10	SPAC29A4.10.1	rrn5	5129264	5131929	-1	I	5129264	5131929
SPAC29A4.07	SPAC29A4.07.1	srb6	5133784	5136031	-1	I	5133784	5136031
SPBC902.02c	SPBC902.02c.1	ctf18	483878	486999	-1	II	483878	486999
SPNCRNA.1051	SPNCRNA.1051.1	cbf5-antisense-1	5140112	5142317	-1	I	5140112	5142317
SPBC1685.05	SPBC1685.05.1	SPBC1685.05	504397	509056	1	II	504397	509056
SPNCRNA.1365	SPNCRNA.1365.1	SPNCRNA.1365	513254	514175	-1	II	513254	514175
SPAC29A4.02c	SPAC29A4.02c.1	SPAC29A4.02c	5143745	5145515	1	I	5143745	5145515
SPBC1685.09	SPBC1685.09.1	rps29	516426	516879	1	II	516426	516879
SPAC26F1.13c	SPAC26F1.13c.1	lrs1	5148780	5152492	1	I	5148780	5152492
SPNCRNA.133	SPNCRNA.133.1	SPNCRNA.133	527043	528366	1	II	527043	528366
SPAC26F1.11	SPAC26F1.11.1	SPAC26F1.11	5157285	5159163	-1	I	5157285	5159163
SPAC26F1.08c	SPAC26F1.08c.1	SPAC26F1.08c	5167038	5170528	1	I	5167038	5170528
SPAC26F1.06	SPAC26F1.06.1	gpm1	5173864	5174644	-1	I	5173864	5174644
SPAPJ691.02	SPAPJ691.02.1	SPAPJ691.02	5187647	5189187	1	I	5187647	5189187
SPAC13D1.01c	SPAC13D1.01c.1	Tf2-7	5191060	5195702	-1	I	5191060	5195702
SPAC19D5.01	SPAC19D5.01.1	pyp2	5202366	5205202	1	I	5202366	5205202
SPAC19D5.02c	SPAC19D5.02c.1	pex22	5205155	5206288	-1	I	5205155	5206288
SPAC19D5.03	SPAC19D5.03.1	cid1	5206595	5208422	1	I	5206595	5208422
SPBC354.05c	SPBC354.05c.1	sre2	551130	555362	-1	II	551130	555362
SPNCRNA.1060	SPNCRNA.1060.1	ctf8-antisense-1	5219594	5220187	1	I	5219594	5220187
SPBC354.06	SPBC354.06.1	mrps16	554749	557248	1	II	554749	557248
SPAC14C4.01c	SPAC14C4.01c.1	SPAC14C4.01c	5221803	5226054	-1	I	5221803	5226054
SPNCRNA.1370	SPNCRNA.1370.1	SPNCRNA.1370	560462	561113	1	II	560462	561113
SPNCRNA.1371	SPNCRNA.1371.1	SPBC354.08c-antisense-1	561072	562378	1	II	561072	562378
SPAC19D5.07	SPAC19D5.07.1	uga1	5222447	5224795	1	I	5222447	5224795
SPAC14C4.08	SPAC14C4.08.1	mug5	5242952	5244114	1	I	5242952	5244114
SPBC354.09c	SPBC354.09c.1	SPBC354.09c	565094	568419	-1	II	565094	568419
SPAC14C4.14	SPAC14C4.14.1	atp1	5256722	5261958	1	I	5256722	5261958
SPBC354.11c	SPBC354.11c.1	SPBC354.11c	574658	578723	-1	II	574658	578723
SPAPJ760.02c	SPAPJ760.02c.1	abp1	5261935	5265104	-1	I	5261935	5265104
SPNCRNA.313	SPNCRNA.313.1	SPNCRNA.313	576376	576873	1	II	576376	576873
SPNCRNA.1064	SPNCRNA.1064.1	SPNCRNA.1064	5267175	5269088	1	I	5267175	5269088
SPNCRNA.1065	SPNCRNA.1065.1	SPNCRNA.1065	5271336	5272361	-1	I	5271336	5272361
SPBC354.13	SPBC354.13.1	rga6	581098	583861	1	II	581098	583861
SPBC1706.03	SPBC1706.03.1	fzo1	594151	597186	1	II	594151	597186
SPAC2H10.02c	SPAC2H10.02c.1	nas2	5276066	5276991	-1	I	5276066	5276991
SPAC11E3.03	SPAC11E3.03.1	csm1	5286053	5287290	1	I	5286053	5287290
SPBC839.02	SPBC839.02.1	SPBC839.02	597310	599125	1	II	597310	599125
SPBC839.04	SPBC839.04.1	rpl803	601209	602186	1	II	601209	602186
SPBTRNALYS.06	SPBTRNALYS.06.1	SPBTRNALYS.06	602625	602699	-1	II	602625	602699
SPBC839.05c	SPBC839.05c.1	rps1701	603508	604436	-1	II	603508	604436
SPAC11E3.08c	SPAC11E3.08c.1	nse6	5296049	5297794	-1	I	5296049	5297794
SPNCRNA.318	SPNCRNA.318.1	SPNCRNA.318	605716	606557	1	II	605716	606557
SPNCRNA.1070	SPNCRNA.1070.1	ofd2-antisense-1	5315770	5317020	1	I	5315770	5317020
SPBC839.07	SPBC839.07.1	ibp1	612456	613319	1	II	612456	613319
SPAP8A3.04c	SPAP8A3.04c.1	hsp9	5319957	5320676	-1	I	5319957	5320676
SPBC839.09c	SPBC839.09c.1	mrp21	617191	618244	-1	II	617191	618244
SPAP8A3.05	SPAP8A3.05.1	ski7	5321727	5325075	1	I	5321727	5325075
SPBC839.11c	SPBC839.11c.1	hut1	618428	621873	-1	II	618428	621873
SPBC839.16	SPBC839.16.1	thf1	627934	631710	1	II	627934	631710
SPBC947.06c	SPBC947.06c.1	SPBC947.06c	661588	665070	1	II	661588	665070
SPBC947.05c	SPBC947.05c.1	frp2	667125	668819	1	II	667125	668819
SPAP8A3.07c	SPAP8A3.07c.1	SPAP8A3.07c	5326386	5328455	-1	I	5326386	5328455
SPNCRNA.1072	SPNCRNA.1072.1	SPAP8A3.07c-antisense-1	5326840	5328155	1	I	5326840	5328155
SPBC947.01	SPBC947.01.1	knk1	679903	682675	-1	II	679903	682675
SPNCRNA.525	SPNCRNA.525.1	SPNCRNA.525	5328400	5329064	1	I	5328400	5329064
SPBPJ4664.02	SPBPJ4664.02.1	SPBPJ4664.02	687626	699886	1	II	687626	699886
SPBC119.03	SPBC119.03.1	SPBC119.03	717888	718991	1	II	717888	718991
SPNCRNA.324	SPNCRNA.324.1	SPNCRNA.324	719163	719617	1	II	719163	719617
SPNCRNA.325	SPNCRNA.325.1	SPNCRNA.325	720414	720516	1	II	720414	720516
SPAP8A3.08	SPAP8A3.08.1	cdc4	5329177	5331057	1	I	5329177	5331057
SPBC119.05c	SPBC119.05c.1	lsb1	721007	722432	-1	II	721007	722432
SPNCRNA.1075	SPNCRNA.1075.1	new12-antisense-1	5353770	5354310	1	I	5353770	5354310
SPBC119.06	SPBC119.06.1	sco1	723524	725026	1	II	723524	725026
SPNCRNA.1076	SPNCRNA.1076.1	sum1-antisense-1	5358774	5359676	-1	I	5358774	5359676
SPNCRNA.1077	SPNCRNA.1077.1	SPAC4D7.06c-antisense-1	5360569	5361844	1	I	5360569	5361844
SPBC119.07	SPBC119.07.1	ppk19	725306	730835	1	II	725306	730835
SPBC119.09c	SPBC119.09c.1	SPBC119.09c	732953	734825	-1	II	732953	734825
SPBC119.11c	SPBC119.11c.1	pac1	737503	738906	-1	II	737503	738906
SPBC119.12	SPBC119.12.1	rud3	740220	741876	1	II	740220	741876
SPBC119.14	SPBC119.14.1	rti1	746035	747734	1	II	746035	747734
SPBC577.09	SPBC577.09.1	ckn1	767556	769555	1	II	767556	769555
SPBC577.11	SPBC577.11.1	SPBC577.11	771284	773342	1	II	771284	773342
SPBC577.13	SPBC577.13.1	syj2	775718	778721	1	II	775718	778721
SPBC577.15c	SPBC577.15c.1	sim3	780599	782579	-1	II	780599	782579
SPBC530.03c	SPBC530.03c.1	bag102	790664	792183	-1	II	790664	792183
SPBC530.07c	SPBC530.07c.1	SPBC530.07c	804139	805686	-1	II	804139	805686
SPBTRNAGLU.05	SPBTRNAGLU.05.1	SPBTRNAGLU.05	820491	820562	1	II	820491	820562
SPBC36.13	SPBC36.13.1	SPBC36.13	845622	846322	-1	II	845622	846322
SPAC4D7.11	SPAC4D7.11.1	dsc4	5372018	5373807	1	I	5372018	5373807
SPAC4D7.12c	SPAC4D7.12c.1	fet5	5373996	5375153	-1	I	5373996	5375153
SPBC36.09	SPBC36.09.1	sap61	858423	860614	1	II	858423	860614
SPBC36.10	SPBC36.10.1	SPBC36.10	860717	862422	1	II	860717	862422
SPBC713.02c	SPBC713.02c.1	ubp15	866271	870314	-1	II	866271	870314
SPBC713.04c	SPBC713.04c.1	pwp2	873265	876158	-1	II	873265	876158
SPBC713.07c	SPBC713.07c.1	SPBC713.07c	878397	882180	-1	II	878397	882180
SPNCRNA.332	SPNCRNA.332.1	SPNCRNA.332	890907	892096	1	II	890907	892096
SPBC216.01c	SPBC216.01c.1	psy2	894372	897437	-1	II	894372	897437
SPBC646.06c	SPBC646.06c.1	agn2	932654	934311	-1	II	932654	934311
SPBC646.11	SPBC646.11.1	cct6	942898	944922	1	II	942898	944922
SPNCRNA.1399	SPNCRNA.1399.1	SPNCRNA.1399	948888	950045	1	II	948888	950045
SPAC3G6.01	SPAC3G6.01.1	hrp3	5377829	5382913	1	I	5377829	5382913
SPNCRNA.334	SPNCRNA.334.1	SPNCRNA.334	948994	949948	1	II	948994	949948
SPNCRNA.1079	SPNCRNA.1079.1	rad2-antisense-1	5389615	5390903	1	I	5389615	5390903
SPBP35G2.16c	SPBP35G2.16c.1	ecl2	961007	963780	-1	II	961007	963780
SPAC3G6.10c	SPAC3G6.10c.1	vps51	5397347	5398200	-1	I	5397347	5398200
SPBP35G2.17	SPBP35G2.17.1	SPBP35G2.17	963856	965899	-1	II	963856	965899
SPAC29B12.01	SPAC29B12.01.1	ino80	5403181	5408330	1	I	5403181	5408330
SPNCRNA.1082	SPNCRNA.1082.1	sec16-antisense-1	5423742	5426981	-1	I	5423742	5426981
SPNCRNA.1083	SPNCRNA.1083.1	SPNCRNA.1083	5426978	5428275	-1	I	5426978	5428275
SPBP35G2.03c	SPBP35G2.03c.1	sgo1	967736	968767	-1	II	967736	968767
SPAC29B12.10c	SPAC29B12.10c.1	pgt1	5431575	5434908	-1	I	5431575	5434908
SPATRNASER.04	SPATRNASER.04.1	SPATRNASER.04	5437747	5437828	1	I	5437747	5437828
SPAC29B12.12	SPAC29B12.12.1	SPAC29B12.12	5438212	5438553	1	I	5438212	5438553
SPBP35G2.07	SPBP35G2.07.1	ilv1	976926	979390	1	II	976926	979390
SPAC29B12.13	SPAC29B12.13.1	SPAC29B12.13	5438983	5439489	1	I	5438983	5439489
SPBP35G2.09	SPBP35G2.09.1	usp103	980867	981978	1	II	980867	981978
SPBP35G2.12	SPBP35G2.12.1	SPBP35G2.12	988916	990326	1	II	988916	990326
SPAC1039.02	SPAC1039.02.1	SPAC1039.02	5448735	5451642	1	I	5448735	5451642
SPAC1039.07c	SPAC1039.07c.1	SPAC1039.07c	5462118	5463989	-1	I	5462118	5463989
SPBC146.05c	SPBC146.05c.1	cwf25	1008690	1010162	-1	II	1008690	1010162
SPAC1039.09	SPAC1039.09.1	isp5	5465377	5468649	1	I	5465377	5468649
SPBC146.10	SPBC146.10.1	mug57	1019517	1021681	1	II	1019517	1021681
SPBC146.11c	SPBC146.11c.1	mug97	1020184	1021749	-1	II	1020184	1021749
SPAC922.04	SPAC922.04.1	SPAC922.04	5479853	5480485	1	I	5479853	5480485
SPNCRNA.1406	SPNCRNA.1406.1	rhn1-antisense-1	1034934	1036091	-1	II	1034934	1036091
SPAC922.07c	SPAC922.07c.1	atd2	5486848	5488830	-1	I	5486848	5488830
SPBC337.05c	SPBC337.05c.1	cct8	1038462	1040613	-1	II	1038462	1040613
SPNCRNA.1090	SPNCRNA.1090.1	atd2-antisense-1	5487525	5488928	1	I	5487525	5488928
SPAC869.10c	SPAC869.10c.1	put4	5492902	5495156	1	I	5492902	5495156
SPAC869.09	SPAC869.09.1	SPAC869.09	5496844	5497448	-1	I	5496844	5497448
SPNCRNA.279	SPNCRNA.279.1	SPNCRNA.279	5504488	5505476	1	I	5504488	5505476
SPBC337.06c	SPBC337.06c.1	cwf15	1040988	1042032	-1	II	1040988	1042032
SPAC869.05c	SPAC869.05c.1	SPAC869.05c	5505583	5508782	1	I	5505583	5508782
SPBC337.10c	SPBC337.10c.1	SPBC337.10c	1047833	1049923	-1	II	1047833	1049923
SPNCRNA.280	SPNCRNA.280.1	SPNCRNA.280	5516040	5516265	1	I	5516040	5516265
SPNCRNA.281	SPNCRNA.281.1	SPNCRNA.281	5516331	5516951	1	I	5516331	5516951
SPAC869.02c	SPAC869.02c.1	SPAC869.02c	5517865	5519950	1	I	5517865	5519950
SPBC337.12	SPBC337.12.1	red5	1051557	1053615	1	II	1051557	1053615
SPNCRNA.283	SPNCRNA.283.1	SPNCRNA.283	5524889	5525299	-1	I	5524889	5525299
SPAC186.03	SPAC186.03.1	SPAC186.03	5535061	5536432	1	I	5535061	5536432
SPBC1734.05c	SPBC1734.05c.1	spf31	1068961	1070077	-1	II	1068961	1070077
SPNCRNA.498	SPNCRNA.498.1	SPNCRNA.498	1078083	1078182	-1	II	1078083	1078182
SPAC186.08c	SPAC186.08c.1	SPAC186.08c	5548884	5550012	-1	I	5548884	5550012
SPNCRNA.567	SPNCRNA.567.1	atp3-antisense-1	1086637	1087413	-1	II	1086637	1087413
SPBC1734.16c	SPBC1734.16c.1	pst3	1089163	1094818	-1	II	1089163	1094818
SPAC750.01	SPAC750.01.1	SPAC750.01	5555716	5556768	1	I	5555716	5556768
SPNCRNA.1411	SPNCRNA.1411.1	cyp3-antisense-1	1104134	1104949	1	II	1104134	1104949
SPNCRNA.1412	SPNCRNA.1412.1	erg27-antisense-1	1110897	1112356	-1	II	1110897	1112356
SPAC750.04c	SPAC750.04c.1	SPAC750.04c	5564211	5564651	-1	I	5564211	5564651
SPBC1709.08	SPBC1709.08.1	cft1	1113294	1118228	1	II	1113294	1118228
SPAC750.06c	SPAC750.06c.1	SPAC750.06c	5568903	5569803	-1	I	5568903	5569803
SPBC1709.12	SPBC1709.12.1	rid1	1122785	1126031	1	II	1122785	1126031
SPBC409.04c	SPBC409.04c.1	mis12	1137753	1139676	-1	II	1137753	1139676
SPAC212.10	SPAC212.10.1	SPAC212.10	5726	6331	-1	I	5726	6331
SPAC212.08c	SPAC212.08c.1	SPAC212.08c	11784	12994	1	I	11784	12994
SPBC409.06	SPBC409.06.1	uch2	1142122	1143522	1	II	1142122	1143522
SPAC212.07c	SPAC212.07c.1	SPAC212.07c	13665	14555	1	I	13665	14555
SPNCRNA.1415	SPNCRNA.1415.1	SPNCRNA.1415	1150424	1150863	-1	II	1150424	1150863
SPAC212.05c	SPAC212.05c.1	SPAC212.05c	20824	21015	1	I	20824	21015
SPBC409.08	SPBC409.08.1	SPBC409.08	1151272	1154300	1	II	1151272	1154300
SPAC212.03	SPAC212.03.1	SPAC212.03	23589	24054	-1	I	23589	24054
SPBC409.23	SPBC409.23.1	tam7	1164318	1164885	1	II	1164318	1164885
SPNCRNA.1418	SPNCRNA.1418.1	mrps17-antisense-1	1166826	1167420	1	II	1166826	1167420
SPAC212.01c	SPAC212.01c.1	SPAC212.01c	28738	29657	1	I	28738	29657
SPNCRNA.1419	SPNCRNA.1419.1	SPBC409.16c-antisense-1	1168819	1169357	1	II	1168819	1169357
SPAC977.04	SPAC977.04.1	SPAC977.04	34298	34978	1	I	34298	34978
SPAC977.06	SPAC977.06.1	SPAC977.06	39416	40072	1	I	39416	40072
SPAPJ695.02	SPAPJ695.02.1	SPAPJ695.02	74452	76721	-1	I	74452	76721
SPAC1F8.05	SPAC1F8.05.1	isp3	95961	96966	1	I	95961	96966
SPAC1F8.06	SPAC1F8.06.1	fta5	99871	101431	1	I	99871	101431
SPNCRNA.608	SPNCRNA.608.1	SPNCRNA.608	109628	112377	1	I	109628	112377
SPBC409.20c	SPBC409.20c.1	psh3	1174480	1175972	-1	II	1174480	1175972
SPNCRNA.569	SPNCRNA.569.1	rtt10-antisense-1	1182610	1184243	-1	II	1182610	1184243
SPAC11D3.05	SPAC11D3.05.1	mfs2	113950	115962	1	I	113950	115962
SPNCRNA.610	SPNCRNA.610.1	SPAC11D3.15-antisense-1	136274	137355	-1	I	136274	137355
SPAC11D3.18c	SPAC11D3.18c.1	SPAC11D3.18c	144819	146935	-1	I	144819	146935
SPNCRNA.612	SPNCRNA.612.1	SPAC5H10.01-antisense-1	146871	148041	-1	I	146871	148041
SPBC4.07c	SPBC4.07c.1	rpt2	1197778	1199431	-1	II	1197778	1199431
SPAC5H10.02c	SPAC5H10.02c.1	hsp3102	148038	150331	-1	I	148038	150331
SPNCRNA.613	SPNCRNA.613.1	hsp3102-antisense-1	148362	149005	1	I	148362	149005
SPRRNA.10	SPRRNA.10.1	SPRRNA.10	149658	149776	1	I	149658	149776
SPAC5H10.05c	SPAC5H10.05c.1	SPAC5H10.05c	153070	155583	-1	I	153070	155583
SPBC725.01	SPBC725.01.1	SPBC725.01	1200564	1203137	1	II	1200564	1203137
SPAC5H10.06c	SPAC5H10.06c.1	adh4	156430	158307	-1	I	156430	158307
SPAC5H10.09c	SPAC5H10.09c.1	ecm31	160977	161822	-1	I	160977	161822
SPNCRNA.616	SPNCRNA.616.1	SPAC5H10.12c-antisense-1	166583	167280	1	I	166583	167280
SPAC13G6.01c	SPAC13G6.01c.1	rad8	170489	174701	-1	I	170489	174701
SPBC725.02	SPBC725.02.1	mpr1	1203084	1206773	1	II	1203084	1206773
SPAC13G6.02c	SPAC13G6.02c.1	rps101	174865	176655	-1	I	174865	176655
SPAC13G6.03	SPAC13G6.03.1	gpi7	175890	180028	1	I	175890	180028
SPAC13G6.07c	SPAC13G6.07c.1	rps601	186314	187683	-1	I	186314	187683
SPNCRNA.619	SPNCRNA.619.1	SPNCRNA.619	188450	190474	-1	I	188450	190474
SPBC725.09c	SPBC725.09c.1	hob3	1221744	1223295	-1	II	1221744	1223295
SPAC13G6.11c	SPAC13G6.11c.1	erg12	194099	195626	-1	I	194099	195626
SPBC725.12	SPBC725.12.1	nbl1	1227762	1228307	1	II	1227762	1228307
SPAC24B11.10c	SPAC24B11.10c.1	cfh1	218260	221562	-1	I	218260	221562
SPBC725.14	SPBC725.14.1	arg6	1229153	1230915	1	II	1229153	1230915
SPAC24B11.12c	SPAC24B11.12c.1	SPAC24B11.12c	224080	229307	-1	I	224080	229307
SPBC725.17c	SPBC725.17c.1	rrn11	1235505	1236505	-1	II	1235505	1236505
SPAC806.02c	SPAC806.02c.1	SPAC806.02c	233032	235164	-1	I	233032	235164
SPBC651.02	SPBC651.02.1	SPBC651.02	1239966	1241464	1	II	1239966	1241464
SPNCRNA.1422	SPNCRNA.1422.1	SPBC651.02-antisense-1	1240147	1241248	-1	II	1240147	1241248
SPAC806.07	SPAC806.07.1	ndk1	247821	248560	1	I	247821	248560
SPBC651.07	SPBC651.07.1	SPBC651.07	1248596	1249996	1	II	1248596	1249996
SPNCRNA.631	SPNCRNA.631.1	trk2-antisense-1	256086	257001	1	I	256086	257001
SPBC31A8.02	SPBC31A8.02.1	SPBC31A8.02	1268093	1268452	1	II	1268093	1268452
SPBC3D6.07	SPBC3D6.07.1	gpi3	1282754	1284325	1	II	1282754	1284325
SPBC3D6.08c	SPBC3D6.08c.1	lsm1	1284338	1285133	-1	II	1284338	1285133
SPAC1F5.09c	SPAC1F5.09c.1	shk2	273152	274921	1	I	273152	274921
SPBC3D6.11c	SPBC3D6.11c.1	slx8	1288188	1290276	-1	II	1288188	1290276
SPAC1F5.06	SPAC1F5.06.1	lsh1	276657	281347	-1	I	276657	281347
SPNCRNA.570	SPNCRNA.570.1	SPNCRNA.570	1296790	1297523	-1	II	1296790	1297523
SPNCRNA.148	SPNCRNA.148.1	SPNCRNA.148	294010	294228	1	I	294010	294228
SPBC30B4.05	SPBC30B4.05.1	kap109	1313163	1316375	1	II	1313163	1316375
SPAC18B11.08c	SPAC18B11.08c.1	SPAC18B11.08c	304355	305168	1	I	304355	305168
SPBC27B12.02	SPBC27B12.02.1	mis19	1323523	1324374	1	II	1323523	1324374
SPAC18B11.07c	SPAC18B11.07c.1	rhp6	305602	306762	1	I	305602	306762
SPBC27B12.06	SPBC27B12.06.1	gpi13	1330993	1334064	1	II	1330993	1334064
SPAC18B11.05	SPAC18B11.05.1	gpi18	308138	310034	-1	I	308138	310034
SPNCRNA.1431	SPNCRNA.1431.1	SPNCRNA.1431	1354306	1355953	1	II	1354306	1355953
SPAC12G12.16c	SPAC12G12.16c.1	SPAC12G12.16c	315394	317585	1	I	315394	317585
SPBC27B12.13	SPBC27B12.13.1	tom40	1356208	1357927	1	II	1356208	1357927
SPBC8D2.01	SPBC8D2.01.1	gsk31	1358544	1361020	1	II	1358544	1361020
SPAC12G12.04	SPAC12G12.04.1	mcp60	339766	342080	-1	I	339766	342080
SPNCRNA.639	SPNCRNA.639.1	mcp60-antisense-1	340209	341954	1	I	340209	341954
SPBC8D2.06	SPBC8D2.06.1	irs1	1369014	1372569	1	II	1369014	1372569
SPBC8D2.09c	SPBC8D2.09c.1	msl1	1374989	1375756	-1	II	1374989	1375756
SPBC8D2.11	SPBC8D2.11.1	SPBC8D2.11	1378386	1380215	1	II	1378386	1380215
SPAC12G12.03	SPAC12G12.03.1	cip2	342090	345182	-1	I	342090	345182
SPBC8D2.14c	SPBC8D2.14c.1	sed5	1381910	1385162	-1	II	1381910	1385162
SPBC8D2.15	SPBC8D2.15.1	lip5	1385496	1387679	1	II	1385496	1387679
SPAC630.09c	SPAC630.09c.1	mug58	362248	363714	-1	I	362248	363714
SPBTRNALEU.05	SPBTRNALEU.05.1	SPBTRNALEU.05	1402444	1402541	-1	II	1402444	1402541
SPAC630.10	SPAC630.10.1	bmt2	365204	366442	1	I	365204	366442
SPBC17A3.10	SPBC17A3.10.1	pas4	1418685	1420225	1	II	1418685	1420225
SPBC691.01	SPBC691.01.1	pfa5	1420381	1421900	1	II	1420381	1421900
SPAC630.14c	SPAC630.14c.1	tup12	374316	377908	-1	I	374316	377908
SPBC691.02c	SPBC691.02c.1	drp1	1420525	1424023	-1	II	1420525	1424023
SPAC1751.04	SPAC1751.04.1	loc1	383580	385433	1	I	383580	385433
SPBC691.04	SPBC691.04.1	mss116	1428700	1430679	1	II	1428700	1430679
SPBP22H7.03	SPBP22H7.03.1	SPBP22H7.03	1436249	1437475	1	II	1436249	1437475
SPBP22H7.07	SPBP22H7.07.1	prp5	1446022	1447735	1	II	1446022	1447735
SPAC31A2.02	SPAC31A2.02.1	trm112	388233	389229	1	I	388233	389229
SPNCRNA.643	SPNCRNA.643.1	trm112-antisense-1	388352	389177	-1	I	388352	389177
SPBC32H8.02c	SPBC32H8.02c.1	nep2	1451331	1454730	-1	II	1451331	1454730
SPNCRNA.1435	SPNCRNA.1435.1	mug93-antisense-1	1461561	1463725	-1	II	1461561	1463725
SPAC31A2.09c	SPAC31A2.09c.1	apm4	402719	405389	-1	I	402719	405389
SPAC13C5.03	SPAC13C5.03.1	tht1	427350	430121	1	I	427350	430121
SPAC13C5.05c	SPAC13C5.05c.1	SPAC13C5.05c	431367	433274	-1	I	431367	433274
SPBC32H8.07	SPBC32H8.07.1	git5	1463829	1465745	1	II	1463829	1465745
SPBC32H8.08c	SPBC32H8.08c.1	omh5	1465811	1467431	-1	II	1465811	1467431
SPBC32H8.12c	SPBC32H8.12c.1	act1	1475485	1477317	-1	II	1475485	1477317
SPBC11B10.01	SPBC11B10.01.1	alg2	1486094	1489535	1	II	1486094	1489535
SPAC13C5.07	SPAC13C5.07.1	mre11	435170	439980	1	I	435170	439980
SPNCRNA.648	SPNCRNA.648.1	SPNCRNA.648	439141	440079	-1	I	439141	440079
SPBC11B10.02c	SPBC11B10.02c.1	his3	1488036	1489773	-1	II	1488036	1489773
SPATRNAVAL.01	SPATRNAVAL.01.1	SPATRNAVAL.01	446000	446071	1	I	446000	446071
SPRRNA.11	SPRRNA.11.1	SPRRNA.11	456527	456645	1	I	456527	456645
SPBC11B10.05c	SPBC11B10.05c.1	rsp1	1493052	1495570	-1	II	1493052	1495570
SPBC11B10.06	SPBC11B10.06.1	sws1	1494818	1496011	1	II	1494818	1496011
SPAC24H6.13	SPAC24H6.13.1	SPAC24H6.13	456931	460811	-1	I	456931	460811
SPAC24H6.09	SPAC24H6.09.1	gef1	469981	472993	-1	I	469981	472993
SPBC11B10.08	SPBC11B10.08.1	SPBC11B10.08	1498445	1499998	1	II	1498445	1499998
SPAC24H6.08	SPAC24H6.08.1	SPAC24H6.08	473792	475041	-1	I	473792	475041
SPNCRNA.1438	SPNCRNA.1438.1	cdc2-antisense-1	1499986	1500798	-1	II	1499986	1500798
SPAC24H6.04	SPAC24H6.04.1	hxk1	482607	485408	-1	I	482607	485408
SPNCRNA.551	SPNCRNA.551.1	cut3-antisense-2	485703	486330	1	I	485703	486330
SPAC24H6.02c	SPAC24H6.02c.1	tim15	488339	489482	1	I	488339	489482
SPAC24H6.01c	SPAC24H6.01c.1	SPAC24H6.01c	489871	492181	1	I	489871	492181
SPAPB21F2.02	SPAPB21F2.02.1	SPAPB21F2.02	492335	497927	1	I	492335	497927
SPAC227.06	SPAC227.06.1	yip5	506520	507605	1	I	506520	507605
